customer_id,sales,units,orders,unique_products_bought,unique_payments_used,unique_categories_bought,aov,aur,upt,category_a_sales,category_b_sales,category_c_sales,category_d_sales,category_e_sales,category_a_units,category_b_units,category_c_units,category_d_units,category_e_units,payment_cash,payment_credit,payment_debit,payment_gc,payment_others,email_subscribed,omni_shopper
17,1810,8,4,4,3,3,452.5,226.25,2.0,,0.2541436464088398,0.24861878453038674,0.4972375690607735,,,0.5,0.25,0.25,,0.16574585635359115,,0.4972375690607735,0.3370165745856354,,1,1
18,1365,6,3,3,1,2,455.0,227.5,2.0,0.8241758241758241,0.17582417582417584,,,,0.6666666666666666,0.3333333333333333,,,,,1.0,,,,1,1
19,14065,47,21,16,3,5,669.7619047619048,299.25531914893617,2.238095238095238,0.3832207607536438,0.03839317454674725,0.1724137931034483,0.37326697476004267,0.032705296836118024,0.2978723404255319,0.0851063829787234,0.2127659574468085,0.23404255319148937,0.1702127659574468,,0.6032705296836118,0.2794169925346605,0.1173124777817277,,0,0
20,1225,3,3,3,2,2,408.3333333333333,408.3333333333333,1.0,,,0.22448979591836735,0.7755102040816326,,,,0.3333333333333333,0.6666666666666666,,0.22448979591836735,0.7755102040816326,,,,1,1
21,2895,14,9,8,2,4,321.6666666666667,206.78571428571428,1.5555555555555556,0.5595854922279793,0.22452504317789293,0.15544041450777202,,0.06044905008635579,0.2857142857142857,0.35714285714285715,0.14285714285714285,,0.21428571428571427,,0.24352331606217617,0.7564766839378239,,,1,0
22,740,6,3,3,2,2,246.66666666666666,123.33333333333333,2.0,,,0.7297297297297297,,0.2702702702702703,,,0.3333333333333333,,0.6666666666666666,,0.7297297297297297,0.2702702702702703,,,1,1
23,1550,10,4,3,2,2,387.5,155.0,2.5,,0.43870967741935485,0.5612903225806452,,,,0.7,0.3,,,,0.7935483870967742,,0.2064516129032258,,0,0
24,9100,49,22,13,4,5,413.6363636363636,185.71428571428572,2.227272727272727,0.17087912087912088,0.12857142857142856,0.4340659340659341,0.17582417582417584,0.09065934065934066,0.08163265306122448,0.20408163265306123,0.32653061224489793,0.08163265306122448,0.30612244897959184,0.08571428571428572,0.6329670329670329,0.10934065934065934,0.17197802197802198,,1,0
25,3880,12,5,5,3,4,776.0,323.3333333333333,2.4,0.4252577319587629,0.06958762886597938,0.29896907216494845,0.20618556701030927,,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,,,0.7371134020618557,0.06958762886597938,0.19329896907216496,,0,0
26,4500,11,4,3,3,3,1125.0,409.09090909090907,2.75,0.5333333333333333,,0.1,0.36666666666666664,,0.5454545454545454,,0.18181818181818182,0.2727272727272727,,,0.26666666666666666,0.26666666666666666,0.4666666666666667,,1,1
27,4990,18,8,8,3,4,623.75,277.22222222222223,2.25,0.1743486973947896,0.03006012024048096,,0.7314629258517034,0.06412825651302605,0.16666666666666666,0.05555555555555555,,0.4444444444444444,0.3333333333333333,,0.5551102204408818,0.36072144288577157,0.0841683366733467,,0,0
28,15155,48,22,12,3,5,688.8636363636364,315.7291666666667,2.1818181818181817,0.3008907951171231,0.0722533817222039,0.26723853513691853,0.3563180468492247,0.003299241174529858,0.2708333333333333,0.16666666666666666,0.3333333333333333,0.20833333333333334,0.020833333333333332,,0.6294952161002969,0.2484328604420983,0.12207192345760474,,1,1
29,2315,10,6,6,2,3,385.8333333333333,231.5,1.6666666666666667,0.5961123110151187,,0.35205183585313177,,0.05183585313174946,0.5,,0.3,,0.2,,0.2958963282937365,0.7041036717062635,,,1,0
30,1490,5,3,3,2,2,496.6666666666667,298.0,1.6666666666666667,0.8389261744966443,0.1610738255033557,,,,0.6,0.4,,,,,,0.1610738255033557,0.8389261744966443,,1,0
31,3870,15,7,6,4,4,552.8571428571429,258.0,2.142857142857143,0.16279069767441862,0.13178294573643412,,0.6589147286821705,0.046511627906976744,0.2,0.26666666666666666,,0.3333333333333333,0.2,0.06976744186046512,0.7209302325581395,0.16279069767441862,0.046511627906976744,,1,0
32,13590,49,20,12,4,5,679.5,277.3469387755102,2.45,0.5640176600441501,0.041206769683590876,0.18579838116261957,0.16556291390728478,0.04341427520235467,0.3469387755102041,0.14285714285714285,0.1836734693877551,0.10204081632653061,0.22448979591836735,,0.5066225165562914,0.28807947019867547,0.09860191317144959,0.10669610007358352,1,0
33,11980,51,22,14,4,5,544.5454545454545,234.90196078431373,2.3181818181818183,0.48414023372287146,0.05175292153589316,0.1986644407345576,0.19198664440734559,0.07345575959933222,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.09803921568627451,0.3137254901960784,0.045909849749582635,0.5859766277128547,0.33013355592654425,0.037979966611018365,,1,0
34,5585,18,9,9,3,4,620.5555555555555,310.27777777777777,2.0,0.36257833482542523,0.09131602506714413,0.1700984780662489,0.37600716204118173,,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.2777777777777778,,,0.36974037600716203,0.37063563115487913,0.25962399283795884,,1,0
35,2600,10,4,4,2,4,650.0,260.0,2.5,0.3076923076923077,,0.28846153846153844,0.34615384615384615,0.057692307692307696,0.2,,0.3,0.2,0.3,,0.34615384615384615,0.6538461538461539,,,1,1
36,13970,50,21,14,5,5,665.2380952380952,279.4,2.380952380952381,0.44738725841088045,0.07086614173228346,0.1882605583392985,0.2755905511811024,0.01789549033643522,0.38,0.14,0.2,0.18,0.1,0.030064423765211165,0.6091624910522548,0.2140300644237652,0.1145311381531854,0.03221188260558339,1,0
37,2470,7,4,4,2,3,617.5,352.85714285714283,1.75,0.7165991902834008,,0.10121457489878542,0.18218623481781376,,0.7142857142857143,,0.14285714285714285,0.14285714285714285,,,0.8178137651821862,,,0.18218623481781376,0,0
38,3835,19,10,8,2,4,383.5,201.8421052631579,1.9,0.651890482398957,0.14341590612777053,0.1303780964797914,,0.07431551499348109,0.3684210526315789,0.2631578947368421,0.10526315789473684,,0.2631578947368421,,0.788787483702738,0.21121251629726207,,,1,0
39,3425,13,5,4,2,3,685.0,263.46153846153845,2.6,0.32116788321167883,0.2116788321167883,,0.46715328467153283,,0.15384615384615385,0.5384615384615384,,0.3076923076923077,,0.11824817518248175,0.8817518248175182,,,,1,0
40,13160,43,21,10,3,5,626.6666666666666,306.04651162790697,2.0476190476190474,0.6664133738601824,0.07674772036474165,0.12727963525835867,0.12537993920972645,0.004179331306990881,0.5116279069767442,0.23255813953488372,0.16279069767441862,0.06976744186046512,0.023255813953488372,,0.5835866261398176,0.19832826747720364,0.21808510638297873,,1,0
41,12715,43,21,17,4,5,605.4761904761905,295.69767441860466,2.0476190476190474,0.4769956744003146,0.1108926464805348,0.1053873377900118,0.3027919779787652,0.003932363350373574,0.3953488372093023,0.27906976744186046,0.11627906976744186,0.18604651162790697,0.023255813953488372,0.09201730239874165,0.6476602438065278,0.23908769170271332,0.0212347620920173,,1,0
42,2750,8,5,5,2,4,550.0,343.75,1.6,0.6,,0.18181818181818182,0.2,0.01818181818181818,0.5,,0.25,0.125,0.125,0.32727272727272727,0.6727272727272727,,,,1,0
43,2290,8,5,5,2,3,458.0,286.25,1.6,0.6069868995633187,0.06550218340611354,0.32751091703056767,,,0.5,0.125,0.375,,,,0.8296943231441049,0.1703056768558952,,,0,0
44,3860,15,8,8,3,5,482.5,257.3333333333333,1.875,0.06476683937823834,0.09326424870466321,0.2694300518134715,0.5440414507772021,0.02849740932642487,0.06666666666666667,0.2,0.26666666666666666,0.3333333333333333,0.13333333333333333,,0.6735751295336787,0.2979274611398964,0.02849740932642487,,1,1
45,2150,8,4,4,2,3,537.5,268.75,2.0,,0.1813953488372093,,0.7674418604651163,0.05116279069767442,,0.375,,0.375,0.25,,0.8744186046511628,0.12558139534883722,,,1,0
46,2305,8,4,4,2,2,576.25,288.125,2.0,0.44685466377440347,,0.5531453362255966,,,0.375,,0.625,,,,0.8806941431670282,0.1193058568329718,,,1,1
47,3430,15,7,6,3,4,490.0,228.66666666666666,2.142857142857143,,0.10204081632653061,0.2536443148688047,0.5830903790087464,0.061224489795918366,,0.2,0.2,0.3333333333333333,0.26666666666666666,,0.17784256559766765,0.10204081632653061,0.7201166180758017,,1,1
48,1620,7,3,4,3,3,540.0,231.42857142857142,2.3333333333333335,0.5061728395061729,,0.46296296296296297,,0.030864197530864196,0.42857142857142855,,0.42857142857142855,,0.14285714285714285,0.24691358024691357,0.25925925925925924,0.49382716049382713,,,1,0
49,2720,6,4,3,2,2,680.0,453.3333333333333,1.5,0.5955882352941176,,,0.40441176470588236,,0.6666666666666666,,,0.3333333333333333,,,0.5698529411764706,0.43014705882352944,,,0,0
50,12790,50,21,16,4,5,609.047619047619,255.8,2.380952380952381,0.5152462861610634,0.10046911649726349,0.09382329945269742,0.2619233776387803,0.028537920250195466,0.4,0.22,0.1,0.14,0.14,0.007818608287724784,0.5727130570758405,0.3326817826426896,0.08678655199374512,,1,1
51,2075,5,3,3,3,3,691.6666666666666,415.0,1.6666666666666667,0.7951807228915663,0.06506024096385542,0.13975903614457832,,,0.6,0.2,0.2,,,,0.7951807228915663,0.06506024096385542,0.13975903614457832,,1,0
52,4160,19,10,8,4,4,416.0,218.94736842105263,1.9,0.41466346153846156,0.17668269230769232,0.37259615384615385,,0.036057692307692304,0.21052631578947367,0.3157894736842105,0.3157894736842105,,0.15789473684210525,0.036057692307692304,0.2644230769230769,0.4891826923076923,0.21033653846153846,,1,0
53,3820,15,7,7,3,4,545.7142857142857,254.66666666666666,2.142857142857143,0.2094240837696335,0.21204188481675393,0.43455497382198954,0.14397905759162305,,0.13333333333333333,0.4,0.4,0.06666666666666667,,,0.7277486910994765,0.193717277486911,,0.07853403141361257,1,0
54,12550,44,20,13,5,5,627.5,285.22727272727275,2.2,0.3139442231075697,0.08087649402390439,0.2410358565737052,0.350597609561753,0.013545816733067729,0.29545454545454547,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.06818181818181818,0.03227091633466136,0.696812749003984,0.10836653386454183,0.09561752988047809,0.06693227091633466,1,0
55,3505,11,6,5,4,2,584.1666666666666,318.6363636363636,1.8333333333333333,0.8858773181169758,,,0.11412268188302425,,0.9090909090909091,,,0.09090909090909091,,0.2225392296718973,0.29386590584878747,0.25677603423680456,0.2268188302425107,,1,0
56,2315,9,4,4,4,3,578.75,257.22222222222223,2.25,0.6868250539956804,0.19438444924406048,0.11879049676025918,,,0.5555555555555556,0.3333333333333333,0.1111111111111111,,,0.11879049676025918,0.5053995680345572,0.18142548596112312,,0.19438444924406048,1,1
57,2145,14,5,5,3,4,429.0,153.21428571428572,2.8,0.34965034965034963,0.1888111888111888,0.3146853146853147,,0.14685314685314685,0.14285714285714285,0.21428571428571427,0.21428571428571427,,0.42857142857142855,,0.34965034965034963,0.3356643356643357,0.3146853146853147,,1,1
58,11080,45,21,14,3,5,527.6190476190476,246.22222222222223,2.142857142857143,0.2283393501805054,0.06362815884476535,0.16471119133574008,0.4693140794223827,0.0740072202166065,0.17777777777777778,0.1111111111111111,0.15555555555555556,0.2222222222222222,0.3333333333333333,,0.6611010830324909,0.2305956678700361,0.10830324909747292,,1,1
59,16640,47,22,13,5,4,756.3636363636364,354.0425531914894,2.1363636363636362,0.7581129807692307,,0.08864182692307693,0.14122596153846154,0.01201923076923077,0.6808510638297872,,0.1276595744680851,0.10638297872340426,0.0851063829787234,0.05048076923076923,0.5486778846153846,0.20252403846153846,0.14423076923076922,0.054086538461538464,1,0
60,3570,18,10,7,2,5,357.0,198.33333333333334,1.8,0.058823529411764705,0.15406162464985995,0.28851540616246496,0.4481792717086835,0.05042016806722689,0.05555555555555555,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666666,,0.8487394957983193,0.15126050420168066,,,1,1
61,11625,47,22,14,4,5,528.4090909090909,247.3404255319149,2.1363636363636362,0.4404301075268817,0.07483870967741936,0.316989247311828,0.13763440860215054,0.030107526881720432,0.2765957446808511,0.2127659574468085,0.2978723404255319,0.0851063829787234,0.1276595744680851,0.08602150537634409,0.6550537634408602,0.22451612903225807,0.034408602150537634,,1,1
62,2355,10,5,5,2,3,471.0,235.5,2.0,0.4989384288747346,,0.43736730360934184,,0.06369426751592357,0.3,,0.4,,0.3,,0.5966029723991507,0.4033970276008493,,,1,0
63,12135,42,21,14,5,5,577.8571428571429,288.92857142857144,2.0,0.5315203955500618,0.12360939431396786,0.09023485784919653,0.23485784919653893,0.019777503090234856,0.40476190476190477,0.2619047619047619,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.024721878862793572,0.6563658838071693,0.22249690976514216,0.07663782447466007,0.019777503090234856,1,1
64,3465,16,7,7,3,3,495.0,216.5625,2.2857142857142856,0.32611832611832614,0.1240981240981241,0.5497835497835498,,,0.3125,0.25,0.4375,,,,0.8095238095238095,,0.046176046176046176,0.1443001443001443,1,0
65,4980,22,9,8,2,5,553.3333333333334,226.36363636363637,2.4444444444444446,0.5622489959839357,0.09036144578313253,0.19076305220883535,0.09036144578313253,0.06626506024096386,0.36363636363636365,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.2727272727272727,,0.5040160642570282,0.4959839357429719,,,0,0
66,4185,20,8,6,3,3,523.125,209.25,2.5,0.4778972520908005,0.2831541218637993,0.23894862604540024,,,0.3,0.5,0.2,,,,0.4755077658303465,0.3954599761051374,0.12903225806451613,,1,0
67,12165,49,23,18,3,5,528.9130434782609,248.26530612244898,2.130434782608696,0.33292231812577067,0.0998766954377312,0.2868886148787505,0.2342786683107275,0.04603370324702014,0.20408163265306123,0.20408163265306123,0.2653061224489796,0.12244897959183673,0.20408163265306123,,0.6888614878750514,0.27414714344430746,0.036991368680641186,,0,0
68,1590,5,4,3,2,2,397.5,318.0,1.25,0.6352201257861635,,0.36477987421383645,,,0.6,,0.4,,,,0.36477987421383645,0.6352201257861635,,,1,1
69,10370,42,20,13,4,5,518.5,246.9047619047619,2.1,0.6663452266152362,0.1171648987463838,0.07955641272902604,0.07714561234329798,0.05978784956605593,0.40476190476190477,0.21428571428571427,0.07142857142857142,0.047619047619047616,0.2619047619047619,,0.6726133076181292,0.18514946962391515,0.10462873674059787,0.037608486017357765,0,0
70,12845,45,23,11,5,5,558.4782608695652,285.44444444444446,1.9565217391304348,0.6228104320747373,0.08096535616971584,0.14207862981704944,0.12845465161541456,0.025690930323082912,0.4444444444444444,0.2,0.15555555555555556,0.06666666666666667,0.13333333333333333,0.16115219929933827,0.4153367068898404,0.21798365122615804,0.141300116776956,0.06422732580770728,1,0
71,14900,48,21,16,3,5,709.5238095238095,310.4166666666667,2.2857142857142856,0.6305369127516779,0.12181208053691275,0.10268456375838926,0.13758389261744966,0.00738255033557047,0.4583333333333333,0.2916666666666667,0.125,0.08333333333333333,0.041666666666666664,,0.6469798657718121,0.20067114093959731,0.1523489932885906,,1,0
72,11105,40,19,13,4,5,584.4736842105264,277.625,2.1052631578947367,0.6186402521386762,0.041422782530391715,0.21161638901395768,0.08104457451598379,0.04727600180099054,0.4,0.1,0.225,0.05,0.225,0.045024763619991,0.49392165691130124,0.31787483115713644,0.14317874831157137,,1,0
73,3150,11,5,5,1,4,630.0,286.3636363636364,2.2,,0.12857142857142856,0.33015873015873015,0.5238095238095238,0.01746031746031746,,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.09090909090909091,,1.0,,,,0,0
74,5195,19,7,6,1,4,742.1428571428571,273.42105263157896,2.7142857142857144,0.4475457170356112,0.13859480269489893,0.18286814244465832,0.23099133782483156,,0.3157894736842105,0.3157894736842105,0.21052631578947367,0.15789473684210525,,,1.0,,,,1,1
75,5635,17,7,7,3,4,805.0,331.47058823529414,2.4285714285714284,0.36557231588287487,,0.25199645075421473,0.37267080745341613,0.009760425909494233,0.35294117647058826,,0.29411764705882354,0.29411764705882354,0.058823529411764705,,0.5634427684117125,0.15971606033717836,,0.27684117125110913,1,0
76,4925,17,9,8,3,3,547.2222222222222,289.70588235294116,1.8888888888888888,0.8071065989847716,,0.16852791878172588,,0.024365482233502538,0.7058823529411765,,0.17647058823529413,,0.11764705882352941,,0.5492385786802031,0.4,0.050761421319796954,,0,0
77,3615,11,7,7,4,3,516.4285714285714,328.6363636363636,1.5714285714285714,0.49930843706777317,,,0.48409405255878285,0.016597510373443983,0.5454545454545454,,,0.36363636363636365,0.09090909090909091,0.17427385892116182,0.32503457814661135,0.3900414937759336,0.11065006915629322,,1,1
78,2525,9,5,5,3,3,505.0,280.55555555555554,1.8,,,0.5168316831683168,0.43564356435643564,0.047524752475247525,,,0.5555555555555556,0.2222222222222222,0.2222222222222222,,0.7128712871287128,0.19801980198019803,0.0891089108910891,,0,0
79,4415,18,9,8,2,4,490.55555555555554,245.27777777777777,2.0,0.22423556058890148,0.19365798414496035,0.4801812004530011,0.10192525481313704,,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.05555555555555555,,,0.796149490373726,0.20385050962627407,,,1,0
80,3110,15,7,6,4,4,444.2857142857143,207.33333333333334,2.142857142857143,0.5401929260450161,0.24437299035369775,,0.14469453376205788,0.0707395498392283,0.26666666666666666,0.4,,0.06666666666666667,0.26666666666666666,,0.5048231511254019,0.3954983922829582,0.05144694533762058,0.04823151125401929,1,0
81,12185,45,19,14,4,4,641.3157894736842,270.77777777777777,2.3684210526315788,0.5970455478046779,0.06565449322938038,0.30734509643003693,,0.029954862535904802,0.37777777777777777,0.13333333333333333,0.3333333333333333,,0.15555555555555556,,0.6270004103405827,0.14936397209684038,0.19696347968814115,0.026672137874435783,0,0
82,6130,15,8,6,2,3,766.25,408.6666666666667,1.875,0.31484502446982054,0.057096247960848286,,0.6280587275693311,,0.3333333333333333,0.2,,0.4666666666666667,,,0.41272430668841764,0.5872756933115824,,,1,0
83,8650,25,9,6,3,3,961.1111111111111,346.0,2.7777777777777777,0.3468208092485549,,0.4046242774566474,0.24855491329479767,,0.28,,0.52,0.2,,,0.37283236994219654,0.4421965317919075,0.18497109826589594,,1,0
84,2320,10,5,5,2,3,464.0,232.0,2.0,0.33620689655172414,0.10344827586206896,0.5603448275862069,,,0.2,0.3,0.5,,,,0.3448275862068966,0.6551724137931034,,,1,0
85,2940,19,8,6,3,4,367.5,154.73684210526315,2.375,0.1870748299319728,0.43537414965986393,0.3401360544217687,,0.03741496598639456,0.05263157894736842,0.631578947368421,0.21052631578947367,,0.10526315789473684,,0.5782312925170068,0.25510204081632654,0.16666666666666666,,1,1
86,4780,13,7,5,2,4,682.8571428571429,367.6923076923077,1.8571428571428572,0.33472803347280333,,0.18200836820083682,0.4707112970711297,0.012552301255230125,0.3076923076923077,,0.23076923076923078,0.38461538461538464,0.07692307692307693,,0.6129707112970711,0.38702928870292885,,,0,0
87,1835,6,4,4,3,4,458.75,305.8333333333333,1.5,0.4359673024523161,0.07356948228882834,0.2724795640326976,0.21798365122615804,,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,,,0.6539509536784741,0.2724795640326976,0.07356948228882834,,0,0
88,14800,43,22,12,5,5,672.7272727272727,344.1860465116279,1.9545454545454546,0.5216216216216216,0.016216216216216217,0.05337837837837838,0.38513513513513514,0.02364864864864865,0.46511627906976744,0.06976744186046512,0.06976744186046512,0.2558139534883721,0.13953488372093023,0.038513513513513516,0.5364864864864864,0.3560810810810811,0.016216216216216217,0.052702702702702706,0,0
89,2250,7,5,4,2,4,450.0,321.42857142857144,1.4,0.35555555555555557,0.06666666666666667,0.2222222222222222,0.35555555555555557,,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,,,0.6444444444444445,0.35555555555555557,,,1,1
90,5765,21,9,8,2,5,640.5555555555555,274.5238095238095,2.3333333333333335,0.19514310494362533,0.1717259323503903,0.09366869037294015,0.5203816131830009,0.019080659150043366,0.14285714285714285,0.38095238095238093,0.09523809523809523,0.2857142857142857,0.09523809523809523,,0.6747614917606245,0.32523850823937556,,,0,0
91,3110,9,5,5,3,2,622.0,345.55555555555554,1.8,0.7459807073954984,,0.2540192926045016,,,0.6666666666666666,,0.3333333333333333,,,,0.7041800643086816,0.13504823151125403,,0.1607717041800643,0,0
92,10070,37,19,13,3,5,530.0,272.1621621621622,1.9473684210526316,0.43445878848063557,0.09334657398212512,0.07447864945382324,0.36742800397219466,0.03028798411122145,0.32432432432432434,0.21621621621621623,0.08108108108108109,0.21621621621621623,0.16216216216216217,,0.573982125124131,0.32323733862959286,,0.10278053624627606,0,0
93,2885,15,5,5,3,4,577.0,192.33333333333334,3.0,0.389948006932409,0.11091854419410745,0.44194107452339687,,0.05719237435008666,0.2,0.26666666666666666,0.3333333333333333,,0.2,0.28596187175043325,0.5580589254766031,0.1559792027729636,,,1,0
94,3435,14,8,6,3,4,429.375,245.35714285714286,1.75,0.2183406113537118,0.14847161572052403,0.47307132459970885,0.16011644832605532,,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.07142857142857142,,,0.5429403202328966,0.23871906841339155,0.2183406113537118,,1,1
95,5840,18,8,8,3,5,730.0,324.44444444444446,2.25,0.6121575342465754,0.10273972602739725,0.13784246575342465,0.136986301369863,0.010273972602739725,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.05555555555555555,,0.2465753424657534,0.5222602739726028,0.23116438356164384,,1,0
96,4725,15,6,6,3,2,787.5,315.0,2.5,0.42857142857142855,,0.5714285714285714,,,0.26666666666666666,,0.7333333333333333,,,,0.7248677248677249,0.15873015873015872,,0.1164021164021164,1,0
97,6030,15,7,6,1,4,861.4285714285714,402.0,2.142857142857143,0.3648424543946932,0.03980099502487562,0.04809286898839138,0.5472636815920398,,0.26666666666666666,0.2,0.06666666666666667,0.4666666666666667,,,1.0,,,,0,0
98,2525,10,5,4,2,4,505.0,252.5,2.0,0.7722772277227723,0.047524752475247525,0.11485148514851486,,0.06534653465346535,0.5,0.1,0.1,,0.3,,,0.7722772277227723,0.22772277227722773,,1,0
99,13020,48,21,14,4,5,620.0,271.25,2.2857142857142856,0.3379416282642089,0.04915514592933948,0.17050691244239632,0.39938556067588327,0.043010752688172046,0.22916666666666666,0.14583333333333334,0.16666666666666666,0.25,0.20833333333333334,0.10752688172043011,0.5514592933947773,0.13440860215053763,0.206605222734255,,0,0
100,330,5,3,3,1,2,110.0,66.0,1.6666666666666667,,0.36363636363636365,,,0.6363636363636364,,0.2,,,0.8,,1.0,,,,1,0
101,10910,43,21,13,4,5,519.5238095238095,253.72093023255815,2.0476190476190474,0.38863428047662696,0.05224564619615032,0.45187901008249315,0.07332722273143905,0.03391384051329056,0.2558139534883721,0.09302325581395349,0.4418604651162791,0.046511627906976744,0.16279069767441862,0.045829514207149404,0.5206232813932172,0.1860678276810266,0.24747937671860679,,1,0
102,2960,14,6,6,3,3,493.3333333333333,211.42857142857142,2.3333333333333335,0.597972972972973,0.31756756756756754,0.08445945945945946,,,0.35714285714285715,0.5714285714285714,0.07142857142857142,,,,0.40202702702702703,0.14189189189189189,0.4560810810810811,,1,0
103,3370,13,5,5,2,4,674.0,259.2307692307692,2.6,0.34718100890207715,0.17804154302670624,0.14836795252225518,0.3264094955489614,,0.23076923076923078,0.46153846153846156,0.15384615384615385,0.15384615384615385,,,0.6735905044510386,,0.3264094955489614,,1,0
